page	ts	kind	encoding	raw_bytes	text_lines	text_sha1	comments_sha1	updated_line
faq_pt.html	20200308081502	content	utf-8	34239	255	7975c7ba217a	da39a3ee5e6b	Updated April 11, 2019
faq_pt.html	20200420040430	content	utf-8	34239	255	7975c7ba217a	da39a3ee5e6b	Updated April 11, 2019
faq_pt.html	20200606074628	content	utf-8	34239	255	7975c7ba217a	da39a3ee5e6b	Updated April 11, 2019
faq_pt.html	20200905140955	content	utf-8	34463	251	7ac9880128ca	da39a3ee5e6b	Updated August 25, 2020
faq_pt.html	20201103112037	content	utf-8	34463	251	7ac9880128ca	da39a3ee5e6b	Updated August 25, 2020
faq_pt.html	20201206162023	content	utf-8	34463	251	7ac9880128ca	da39a3ee5e6b	Updated August 25, 2020
faq_pt.html	20210211001923	content	utf-8	34463	251	7ac9880128ca	da39a3ee5e6b	Updated August 25, 2020
faq_pt.html	20210212042822	content	utf-8	34463	251	7ac9880128ca	da39a3ee5e6b	Updated August 25, 2020
faq_pt.html	20210226151012	content	utf-8	34463	251	7ac9880128ca	da39a3ee5e6b	Updated August 25, 2020
faq_pt.html	20210305084430	content	utf-8	34463	251	7ac9880128ca	da39a3ee5e6b	Updated August 25, 2020
faq_pt.html	20210414122414	content	utf-8	34463	251	7ac9880128ca	da39a3ee5e6b	Updated August 25, 2020
faq_pt.html	20210415172445	content	utf-8	34463	251	7ac9880128ca	da39a3ee5e6b	Updated August 25, 2020
faq_pt.html	20210421231600	content	utf-8	34463	251	7ac9880128ca	da39a3ee5e6b	Updated August 25, 2020
faq_pt.html	20210422213726	content	utf-8	34463	251	7ac9880128ca	da39a3ee5e6b	Updated August 25, 2020
faq_pt.html	20210501224158	content	utf-8	34463	251	7ac9880128ca	da39a3ee5e6b	Updated August 25, 2020
faq_pt.html	20210924153617	content	utf-8	34463	251	7ac9880128ca	da39a3ee5e6b	Updated August 25, 2020
faq_pt.html	20220209023623	content	utf-8	34463	251	7ac9880128ca	da39a3ee5e6b	Updated August 25, 2020
faq_pt.html	20220628032716	content	utf-8	34463	251	7ac9880128ca	da39a3ee5e6b	Updated August 25, 2020
faq_pt.html	20220706105156	content	utf-8	34463	251	7ac9880128ca	da39a3ee5e6b	Updated August 25, 2020
faq_pt.html	20220712212812	content	utf-8	34463	251	7ac9880128ca	da39a3ee5e6b	Updated August 25, 2020
faq_pt.html	20221209131110	content	utf-8	34463	251	7ac9880128ca	da39a3ee5e6b	Updated August 25, 2020
faq_pt.html	20230531085648	content	utf-8	34703	251	7ac9880128ca	da39a3ee5e6b	Updated August 25, 2020
faq_pt.html	20231003042747	content	utf-8	34703	251	7ac9880128ca	da39a3ee5e6b	Updated August 25, 2020
faq_pt.html	20240213100838	content	utf-8	34703	251	7ac9880128ca	da39a3ee5e6b	Updated August 25, 2020
faq_pt.html	20240316164913	content	utf-8	34703	251	7ac9880128ca	da39a3ee5e6b	Updated August 25, 2020
faq_pt.html	20240325154511	content	utf-8	34703	251	7ac9880128ca	da39a3ee5e6b	Updated August 25, 2020
faq_pt.html	20240330054504	content	utf-8	34703	251	7ac9880128ca	da39a3ee5e6b	Updated August 25, 2020
faq_pt.html	20240406055237	content	utf-8	34703	251	7ac9880128ca	da39a3ee5e6b	Updated August 25, 2020
faq_pt.html	20240416125438	content	utf-8	34703	251	7ac9880128ca	da39a3ee5e6b	Updated August 25, 2020
faq_pt.html	20240522150012	content	utf-8	34703	251	7ac9880128ca	da39a3ee5e6b	Updated August 25, 2020
faq_pt.html	20240622190445	content	utf-8	34703	251	7ac9880128ca	da39a3ee5e6b	Updated August 25, 2020
faq_pt.html	20240909145323	interstitial	utf-8	1421	9	c1b19b29f097	da39a3ee5e6b	-
faq_pt.html	20240914131811	interstitial	utf-8	10857	9	e7922ff8bed0	da39a3ee5e6b	-
faq_pt.html	20240917175012	interstitial	utf-8	10833	9	e7922ff8bed0	da39a3ee5e6b	-
faq_pt.html	20250121105621	content	utf-8	35678	251	ddafe092138c	566f25b899a1	Updated August 25, 2020
faq_pt.html	20250304085216	content	utf-8	35678	251	ddafe092138c	566f25b899a1	Updated August 25, 2020
faq_pt.html	20250311175424	content	utf-8	35678	251	ddafe092138c	566f25b899a1	Updated August 25, 2020
faq_pt.html	20250401012852	content	utf-8	35678	251	ddafe092138c	566f25b899a1	Updated August 25, 2020
faq_pt.html	20250527080350	content	utf-8	35678	251	ddafe092138c	566f25b899a1	Updated August 25, 2020
faq_pt.html	20250711152950	content	utf-8	35678	251	ddafe092138c	566f25b899a1	Updated August 25, 2020
faq_pt.html	20250714045243	interstitial	utf-8	11821	9	e7922ff8bed0	da39a3ee5e6b	-
faq_pt.html	20260131172424	content	utf-8	35678	251	ddafe092138c	566f25b899a1	Updated August 25, 2020
faq_pt.html	20260309123609	content	utf-8	35678	251	ddafe092138c	566f25b899a1	Updated August 25, 2020
pray.php	20111017162540	content	utf-8	10887	41	71b0fc04f58e	da39a3ee5e6b	-
pray.php	20120419003620	content	utf-8	11132	39	880c3e9ebc66	da39a3ee5e6b	-
pray.php	20120814070544	content	utf-8	11508	42	7b3940822882	da39a3ee5e6b	-
pray.php	20121017072545	content	utf-8	10739	40	6cd9db4632a5	da39a3ee5e6b	-
pray.php	20130119015649	content	utf-8	10721	40	af96213a7d0e	da39a3ee5e6b	-
pray.php	20140624131937	content	utf-8	11740	40	2d4c7c43fa8c	5ca95fdf872e	-
pray.php	20150318071343	content	utf-8	13924	34	429ecf2fd875	5ca95fdf872e	-
pray.php	20150623063904	content	utf-8	14114	36	686aa9b63a06	5ca95fdf872e	-
pray.php	20170508182952	content	utf-8	14997	36	686aa9b63a06	58f82927695a	-
pray.php	20170623060258	content	utf-8	15204	36	686aa9b63a06	cefbfaaafe7b	-
pray.php	20190328011935	content	utf-8	5107	60	a2631904227e	da39a3ee5e6b	-
pray.php	20200114093914	content	utf-8	5107	60	a2631904227e	da39a3ee5e6b	-
pray.php	20200308081507	content	utf-8	5108	60	a2631904227e	da39a3ee5e6b	-
pray.php	20200606074632	content	utf-8	5129	60	a2631904227e	da39a3ee5e6b	-
pray.php	20201020115449	content	utf-8	5130	60	a2631904227e	da39a3ee5e6b	-
pray.php	20210223205115	content	utf-8	5131	60	a2631904227e	da39a3ee5e6b	-
pray.php	20220712212813	content	utf-8	5129	60	a2631904227e	da39a3ee5e6b	-
pray.php	20221207211727	interstitial	utf-8	1394	9	b78c7fc97487	da39a3ee5e6b	-
pray.php	20230324211334	content	utf-8	5130	60	a2631904227e	da39a3ee5e6b	-
pray.php	20231201110046	content	utf-8	5132	60	a2631904227e	da39a3ee5e6b	-
pray.php	20240213100829	content	utf-8	5132	60	a2631904227e	da39a3ee5e6b	-
pray.php	20240901162153	interstitial	utf-8	1472	9	c1b19b29f097	da39a3ee5e6b	-
pray.php	20250121111725	content	utf-8	5941	60	a2631904227e	498d9b1020e8	-
pray.php	20250304085651	interstitial	utf-8	11796	9	e7922ff8bed0	da39a3ee5e6b	-
pray.php	20250311233304	content	utf-8	5941	60	a2631904227e	498d9b1020e8	-
pray.php	20250527140218	interstitial	utf-8	11998	9	e7922ff8bed0	da39a3ee5e6b	-
pray.php	20251016224226	interstitial	utf-8	11588	9	e7922ff8bed0	da39a3ee5e6b	-
pray.php	20260201221941	content	utf-8	5941	60	a2631904227e	498d9b1020e8	-
