path	how_read	notes
/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	full via fold	readnotes/js-files.md
/countries.html	full (site agent, Read tool incl. FORMS/LINKS)	notes/site.md §2–§6
/dilaram.html	full	readnotes/site-pages-reread.md
/dont/don_a.html	full	readnotes/site-pages-reread.md
/dont/don_b.html	full	readnotes/site-pages-reread.md
/dont/don_s.html	full	readnotes/site-pages-reread.md
/dont/don_t.html	full	readnotes/site-pages-reread.md
/dont/don_u.html	full	readnotes/site-pages-reread.md
/dont/don_v.html	full	readnotes/site-pages-reread.md
/dont/don_w.html	full	readnotes/site-pages-reread.md
/dont/don_x.html	full	readnotes/site-pages-reread.md
/dont/don_y.html	full	readnotes/site-pages-reread.md
/dont/don_z.html	full	readnotes/site-pages-reread.md
/dont/donlang.html	full	readnotes/site-pages-reread.md
/dont/donot0.html	full	readnotes/site-pages-reread.md
/dont/donot1.html	full	readnotes/site-pages-reread.md
/dont/donot10.html	full	readnotes/site-pages-reread.md
/dont/donot11.html	full	readnotes/site-pages-reread.md
/dont/donot12.html	full	readnotes/site-pages-reread.md
/dont/donot13.html	full	readnotes/site-pages-reread.md
/dont/donot14.html	full	readnotes/site-pages-reread.md
/dont/donot15.html	full	readnotes/site-pages-reread.md
/dont/donot16.html	full	readnotes/site-pages-reread.md
/dont/donot17.html	full	readnotes/site-pages-reread.md
/dont/donot18.html	full	readnotes/site-pages-reread.md
/dont/donot19.html	full	readnotes/site-pages-reread.md
/dont/donot2.html	full	readnotes/site-pages-reread.md
/dont/donot20.html	full	readnotes/site-pages-reread.md
/dont/donot21.html	full	readnotes/site-pages-reread.md
/dont/donot3.html	full	readnotes/site-pages-reread.md
/dont/donot4.html	full	readnotes/site-pages-reread.md
/dont/donot5.html	full	readnotes/site-pages-reread.md
/dont/donot6.html	full	readnotes/site-pages-reread.md
/dont/donot7.html	full	readnotes/site-pages-reread.md
/dont/donot8.html	full	readnotes/site-pages-reread.md
/dont/donot9.html	full	readnotes/site-pages-reread.md
/dont/donoto0.html	full	readnotes/site-pages-reread.md
/dont/donoto1.html	full	readnotes/site-pages-reread.md
/dont/donoto2.html	full	readnotes/site-pages-reread.md
/dont/donoto3.html	full	readnotes/site-pages-reread.md
/dont/donoto4.html	full	readnotes/site-pages-reread.md
/dont/donoto5.html	full	readnotes/site-pages-reread.md
/dont/donoto6.html	full	readnotes/site-pages-reread.md
/dont/donoto7.html	full	readnotes/site-pages-reread.md
/dont/donoto8.html	full	readnotes/site-pages-reread.md
/dont/dont0.html	full	readnotes/site-pages-reread.md
/dont/dont1.html	full	readnotes/site-pages-reread.md
/dont/dont10.html	full	readnotes/site-pages-reread.md
/dont/dont2.html	full	readnotes/site-pages-reread.md
/dont/dont3.html	full	readnotes/site-pages-reread.md
/dont/dont4.html	full	readnotes/site-pages-reread.md
/dont/dont5.html	full	readnotes/site-pages-reread.md
/dont/dont6.html	full	readnotes/site-pages-reread.md
/dont/dont7.html	full	readnotes/site-pages-reread.md
/dont/dont8.html	full	readnotes/site-pages-reread.md
/dont/dont9.html	full	readnotes/site-pages-reread.md
/dont/dontc0.html	full	readnotes/site-pages-reread.md
/dont/dontc1.html	full	readnotes/site-pages-reread.md
/dont/dontc2.html	full	readnotes/site-pages-reread.md
/dont/dontc3.html	full	readnotes/site-pages-reread.md
/dont/dontc4.html	full	readnotes/site-pages-reread.md
/dont/dontc5.html	full	readnotes/site-pages-reread.md
/dont/dontc6.html	full	readnotes/site-pages-reread.md
/dont/dontc7.html	full	readnotes/site-pages-reread.md
/dont/dontc8.html	full	readnotes/site-pages-reread.md
/dont/dontc9.html	full	readnotes/site-pages-reread.md
/eclipses.html	full	readnotes/site-pages-reread.md
/ever-wonder.html	full	readnotes/site-pages-reread.md
/evolution.html	full	readnotes/site-pages-reread.md
/faq_ms.html	full (site agent, Read tool incl. FORMS/LINKS)	notes/site.md §2–§6
/faq_pt.html	full (site agent, Read tool incl. FORMS/LINKS)	notes/site.md §2–§6
/faq_qd.html	full (site agent, Read tool incl. FORMS/LINKS)	notes/site.md §2–§6
/fcna-uq-calendar.html	full	readnotes/site-pages-reread.md
/fun-time.html	full	readnotes/site-pages-reread.md
/globalcalendar.html	full	readnotes/site-pages-reread.md
/gregorian-calendar.php	full	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1796	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1805	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1806	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1807	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1814	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1815	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1816	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1817	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1818	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1822	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1823	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1824	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1825	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1826	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1827	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1828	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1829	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1831	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1832	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1833	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1834	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1835	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1836	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1837	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1838	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1839	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1840	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1841	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1842	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1843	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1844	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1845	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1846	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1847	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1848	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1849	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1850	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1851	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1852	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1853	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1854	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1855	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1856	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1857	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1858	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1859	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1860	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1861	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1862	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1863	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1864	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1865	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1866	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1867	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1868	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1869	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1870	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1871	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1872	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1873	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1874	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1875	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1876	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1877	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1878	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1879	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1880	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1881	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1882	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1883	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1884	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1885	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1886	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1887	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1888	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1889	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1890	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1891	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1892	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1893	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1894	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1895	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1896	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1897	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1898	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1899	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1900	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1901	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1902	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
/gregorian-calendar.php?1903	full diff vs /gregorian-calendar.php	readnotes/calendars-indexcgi-fcna-dups.md
